record_id,transaction_date,transaction_timestamp,customer_name,product_category,amount,quantity,payment_method,last_updated_timestamp,status
305,2025-05-24,2025-05-24T04:33:26,Google,Software,688.77,1,PayPal,2025-05-24T04:56:26,Completed
306,2025-05-24,2025-05-24T02:12:00,BestBuy,Apparel,1907.97,5,Bank Transfer,2025-05-24T03:24:00,Cancelled
307,2025-05-24,2025-05-24T02:14:18,Amazon,Home Goods,1986.59,4,Credit Card,2025-05-24T02:55:18,Completed
308,2025-05-24,2025-05-24T10:16:44,Walmart,Books,456.05,5,Debit Card,2025-05-24T12:15:44,Completed
309,2025-05-24,2025-05-24T16:44:08,Walmart,Books,857.84,9,Credit Card,2025-05-24T18:00:08,Cancelled
310,2025-05-24,2025-05-24T13:19:09,Walmart,Tools,382.19,10,PayPal,2025-05-24T16:15:09,Completed
311,2025-05-24,2025-05-24T01:09:48,BestBuy,Home Goods,1522.15,5,Debit Card,2025-05-24T01:34:48,Completed
312,2025-05-25,2025-05-25T18:09:03,Costco,Apparel,897.42,5,Bank Transfer,2025-05-25T20:03:03,Cancelled
313,2025-05-25,2025-05-25T21:29:32,Apple,Electronics,95.39,1,Debit Card,2025-05-25T23:23:32,Pending
314,2025-05-25,2025-05-25T21:28:47,BestBuy,Software,287.17,10,PayPal,2025-05-25T23:59:59,Completed
315,2025-05-25,2025-05-25T04:16:14,eBay,Tools,1846.12,9,PayPal,2025-05-25T04:18:14,Cancelled
316,2025-05-25,2025-05-25T19:13:11,Microsoft,Books,598.18,5,Bank Transfer,2025-05-25T19:20:11,Completed
317,2025-05-25,2025-05-25T20:14:50,eBay,Tools,1359.42,7,PayPal,2025-05-25T23:07:50,Pending
318,2025-05-25,2025-05-25T01:51:40,Google,Home Goods,1501.87,7,Bank Transfer,2025-05-25T01:52:40,Completed
319,2025-05-26,2025-05-26T07:30:32,BestBuy,Groceries,1732.21,6,Bank Transfer,2025-05-26T09:13:32,Completed
320,2025-05-26,2025-05-26T09:59:14,Walmart,Software,1158.89,6,Debit Card,2025-05-26T11:53:14,Cancelled
321,2025-05-26,2025-05-26T15:23:19,Amazon,Software,234.57,8,Debit Card,2025-05-26T16:23:19,Pending
322,2025-05-27,2025-05-27T03:28:19,Walmart,Software,1554.67,8,Debit Card,2025-05-27T04:16:19,Completed
323,2025-05-27,2025-05-27T18:09:17,Meta,Sports,1082.09,9,Credit Card,2025-05-27T19:36:17,Pending
324,2025-05-27,2025-05-27T12:43:15,Target,Software,251.28,5,Credit Card,2025-05-27T12:58:15,Cancelled
325,2025-05-28,2025-05-28T19:18:32,Costco,Tools,412.5,5,Debit Card,2025-05-28T20:53:32,Pending
326,2025-05-28,2025-05-28T06:59:28,Walmart,Tools,1451.14,8,PayPal,2025-05-28T08:03:28,Cancelled
327,2025-05-28,2025-05-28T19:48:11,Microsoft,Books,1301.24,5,Debit Card,2025-05-28T21:54:11,Completed
328,2025-05-28,2025-05-28T06:13:54,Google,Apparel,32.8,8,Debit Card,2025-05-28T07:57:54,Pending
329,2025-05-28,2025-05-28T03:14:57,BestBuy,Groceries,648.65,4,Debit Card,2025-05-28T06:06:57,Pending
330,2025-05-28,2025-05-28T18:57:17,Target,Home Goods,591.1,3,PayPal,2025-05-28T20:07:17,Cancelled
331,2025-05-28,2025-05-28T20:07:13,eBay,Electronics,1428.48,10,PayPal,2025-05-28T22:09:13,Pending
332,2025-05-28,2025-05-28T11:30:58,Microsoft,Books,662.13,3,Bank Transfer,2025-05-28T13:40:58,Completed
333,2025-05-29,2025-05-29T18:34:24,Meta,Books,1529.91,6,Bank Transfer,2025-05-29T20:40:24,Completed
334,2025-05-29,2025-05-29T03:53:15,eBay,Home Goods,1158.4,6,PayPal,2025-05-29T05:58:15,Completed
335,2025-05-29,2025-05-29T20:52:49,Microsoft,Books,821.63,5,Bank Transfer,2025-05-29T20:52:49,Cancelled
336,2025-05-30,2025-05-30T20:28:50,Meta,Software,326.62,4,Credit Card,2025-05-30T22:14:50,Completed
337,2025-05-30,2025-05-30T15:41:42,Meta,Software,1440.5,8,PayPal,2025-05-30T18:04:42,Completed
338,2025-05-30,2025-05-30T00:51:06,Apple,Home Goods,297.76,2,PayPal,2025-05-30T02:48:06,Cancelled
339,2025-06-01,2025-06-01T17:37:38,Target,Home Goods,1041.31,1,PayPal,2025-06-01T19:28:38,Pending
340,2025-06-02,2025-06-02T16:04:00,Amazon,Sports,1553.28,10,Credit Card,2025-06-02T16:10:00,Refunded
341,2025-06-03,2025-06-03T04:45:21,Microsoft,Software,31.86,3,Debit Card,2025-06-03T05:26:21,Completed
342,2025-06-04,2025-06-04T05:03:03,Costco,Books,1698.01,7,Debit Card,2025-06-04T05:45:03,Completed
343,2025-06-05,2025-06-05T05:19:57,Costco,Books,241.14,4,PayPal,2025-06-05T06:19:57,Completed
344,2025-06-06,2025-06-06T12:14:00,Microsoft,Software,1498.75,5,Debit Card,2025-06-06T14:05:00,Cancelled
345,2025-06-07,2025-06-07T05:06:26,Meta,Home Goods,1810.6,5,Debit Card,2025-06-07T05:56:26,Pending
346,2025-06-08,2025-06-08T18:35:09,Meta,Groceries,815.64,4,PayPal,2025-06-08T20:14:09,Completed
347,2025-06-09,2025-06-09T13:46:59,Microsoft,Tools,201.24,5,Bank Transfer,2025-06-09T15:15:59,Refunded
348,2025-06-10,2025-06-10T01:03:39,Target,Software,1202.04,3,Credit Card,2025-06-10T01:11:39,Refunded
349,2025-06-11,2025-06-11T15:27:43,Apple,Apparel,1884.49,5,Credit Card,2025-06-11T17:12:43,Pending
350,2025-06-12,2025-06-12T03:21:19,Apple,Groceries,1990.91,10,Debit Card,2025-06-12T03:38:19,Cancelled
351,2025-06-13,2025-06-13T10:16:16,Google,Home Goods,561.43,10,Credit Card,2025-06-13T10:18:16,Pending
352,2025-06-14,2025-06-14T06:32:47,Google,Books,776.92,8,Bank Transfer,2025-06-14T07:36:47,Cancelled
353,2025-06-15,2025-06-15T04:08:57,Costco,Books,1621.91,5,Bank Transfer,2025-06-15T04:46:57,Pending
354,2025-06-16,2025-06-16T20:11:05,Costco,Books,432.92,2,Debit Card,2025-06-16T20:47:05,Cancelled
355,2025-06-17,2025-06-17T03:46:57,Amazon,Tools,876.54,7,Debit Card,2025-06-17T05:45:57,Completed
356,2025-06-18,2025-06-18T13:03:27,Amazon,Books,1435.31,5,Credit Card,2025-06-18T13:36:27,Completed
357,2025-06-19,2025-06-19T15:37:21,Google,Home Goods,39.0,3,Bank Transfer,2025-06-19T16:16:21,Pending
358,2025-06-20,2025-06-20T03:05:25,Target,Electronics,1987.26,3,PayPal,2025-06-20T04:32:25,Cancelled
359,2025-06-21,2025-06-21T19:45:24,Amazon,Groceries,1267.45,2,Bank Transfer,2025-06-21T20:57:24,Cancelled
360,2025-06-22,2025-06-22T17:12:33,Amazon,Sports,470.82,4,Credit Card,2025-06-22T17:40:33,Completed
361,2025-06-23,2025-06-23T15:17:18,Apple,Apparel,1109.48,5,Debit Card,2025-06-23T17:13:18,Completed
362,2025-06-24,2025-06-24T22:28:45,Walmart,Electronics,1365.46,8,Credit Card,2025-06-24T22:45:45,Completed
363,2025-06-25,2025-06-25T21:31:39,Microsoft,Electronics,37.76,4,Debit Card,2025-06-25T23:18:39,Pending
364,2025-06-26,2025-06-26T20:07:37,Target,Books,677.12,10,Credit Card,2025-06-26T22:06:37,Pending
365,2025-06-27,2025-06-27T19:24:01,Microsoft,Tools,1089.08,9,Debit Card,2025-06-27T19:27:01,Pending
366,2025-06-28,2025-06-28T15:50:07,BestBuy,Electronics,78.17,4,Debit Card,2025-06-28T16:12:07,Cancelled
367,2025-06-29,2025-06-29T21:59:38,Microsoft,Books,1226.59,6,Debit Card,2025-06-29T23:20:38,Cancelled
368,2025-06-30,2025-06-30T23:54:30,Google,Home Goods,567.1,3,Debit Card,2025-06-30T23:59:59,Pending
369,2025-06-01,2025-06-01T21:26:27,eBay,Books,1656.66,1,Credit Card,2025-06-01T21:39:27,Pending
370,2025-06-02,2025-06-02T20:27:15,Microsoft,Groceries,925.92,8,PayPal,2025-06-02T21:20:15,Refunded
371,2025-06-03,2025-06-03T09:37:35,Amazon,Tools,969.09,5,PayPal,2025-06-03T10:41:35,Refunded
372,2025-06-04,2025-06-04T12:27:08,eBay,Sports,1198.01,9,PayPal,2025-06-04T14:17:08,Refunded
373,2025-06-05,2025-06-05T20:43:03,Meta,Sports,1937.3,9,Bank Transfer,2025-06-05T21:00:03,Cancelled
374,2025-06-06,2025-06-06T23:21:38,Google,Apparel,869.22,1,Debit Card,2025-06-06T23:59:59,Pending
375,2025-06-07,2025-06-07T07:33:37,Google,Books,1942.02,3,PayPal,2025-06-07T08:41:37,Pending
376,2025-06-08,2025-06-08T17:03:09,Target,Electronics,568.06,5,Credit Card,2025-06-08T18:09:09,Pending
377,2025-06-09,2025-06-09T00:45:09,Apple,Groceries,829.86,1,PayPal,2025-06-09T02:13:09,Completed
378,2025-06-10,2025-06-10T17:08:07,Microsoft,Sports,1281.28,2,Debit Card,2025-06-10T17:11:07,Refunded
379,2025-06-11,2025-06-11T13:08:04,Amazon,Books,823.23,9,PayPal,2025-06-11T13:55:04,Completed
380,2025-06-12,2025-06-12T10:51:41,eBay,Software,1250.98,3,PayPal,2025-06-12T11:45:41,Cancelled
381,2025-06-13,2025-06-13T09:20:12,Costco,Apparel,1800.86,2,PayPal,2025-06-13T09:37:12,Pending
382,2025-06-14,2025-06-14T19:54:56,Microsoft,Tools,1986.63,4,Credit Card,2025-06-14T21:15:56,Cancelled
383,2025-06-15,2025-06-15T07:08:40,eBay,Books,501.46,8,Credit Card,2025-06-15T07:13:40,Pending
384,2025-06-16,2025-06-16T10:15:40,Walmart,Tools,1210.43,2,Debit Card,2025-06-16T11:29:40,Pending
385,2025-06-17,2025-06-17T07:25:01,Target,Tools,1985.3,2,PayPal,2025-06-17T09:06:01,Pending
386,2025-06-18,2025-06-18T14:26:36,Microsoft,Software,190.16,8,PayPal,2025-06-18T16:20:36,Cancelled
387,2025-06-19,2025-06-19T00:25:27,Costco,Sports,777.26,10,Debit Card,2025-06-19T02:08:27,Pending
388,2025-06-20,2025-06-20T20:41:51,BestBuy,Tools,1884.45,4,PayPal,2025-06-20T22:05:51,Cancelled
389,2025-06-21,2025-06-21T18:45:10,Target,Groceries,354.48,8,PayPal,2025-06-21T18:57:10,Completed
390,2025-06-22,2025-06-22T21:26:51,Amazon,Home Goods,1959.05,7,Bank Transfer,2025-06-22T21:56:51,Refunded
391,2025-06-23,2025-06-23T23:39:56,Google,Books,425.77,5,Credit Card,2025-06-23T23:59:59,Cancelled
392,2025-06-24,2025-06-24T03:13:27,Amazon,Tools,96.87,5,PayPal,2025-06-24T03:16:27,Pending
393,2025-06-25,2025-06-25T06:22:32,Costco,Groceries,583.03,4,PayPal,2025-06-25T07:48:32,Cancelled
394,2025-06-26,2025-06-26T01:37:57,Amazon,Software,388.62,8,Credit Card,2025-06-26T02:35:57,Pending
395,2025-06-27,2025-06-27T18:50:47,Google,Apparel,1863.88,6,Credit Card,2025-06-27T20:00:47,Pending
396,2025-06-28,2025-06-28T01:52:49,Apple,Sports,1671.47,8,PayPal,2025-06-28T03:10:49,Completed
397,2025-06-29,2025-06-29T21:47:06,BestBuy,Electronics,1120.95,1,PayPal,2025-06-29T22:18:06,Refunded
398,2025-06-30,2025-06-30T01:58:49,Meta,Tools,726.49,3,PayPal,2025-06-30T03:34:49,Pending
399,2025-06-01,2025-06-01T21:54:23,Amazon,Groceries,995.24,8,Debit Card,2025-06-01T23:26:23,Pending
400,2025-06-02,2025-06-02T13:20:46,Meta,Electronics,704.02,8,PayPal,2025-06-02T13:21:46,Completed
401,2025-06-03,2025-06-03T15:46:25,Costco,Groceries,1774.16,1,Bank Transfer,2025-06-03T16:49:25,Cancelled
402,2025-06-04,2025-06-04T19:28:17,Google,Electronics,1747.82,5,Debit Card,2025-06-04T20:33:17,Cancelled
403,2025-06-05,2025-06-05T08:01:35,Walmart,Groceries,737.97,7,Bank Transfer,2025-06-05T09:27:35,Cancelled
404,2025-06-06,2025-06-06T13:47:54,BestBuy,Groceries,479.24,1,Bank Transfer,2025-06-06T14:46:54,Cancelled
405,2025-06-07,2025-06-07T19:56:11,BestBuy,Sports,159.44,6,Bank Transfer,2025-06-07T20:57:11,Completed
406,2025-06-08,2025-06-08T15:27:24,Target,Sports,283.63,4,PayPal,2025-06-08T16:18:24,Completed
407,2025-06-09,2025-06-09T02:50:32,Costco,Apparel,1601.92,8,PayPal,2025-06-09T03:49:32,Completed
408,2025-06-10,2025-06-10T00:40:03,Google,Apparel,41.03,3,Debit Card,2025-06-10T01:06:03,Pending
409,2025-06-11,2025-06-11T00:53:15,Amazon,Sports,983.47,9,PayPal,2025-06-11T02:47:15,Pending
410,2025-06-12,2025-06-12T20:35:00,Walmart,Tools,1973.62,5,Credit Card,2025-06-12T21:52:00,Completed
411,2025-06-13,2025-06-13T02:56:12,Meta,Tools,102.69,8,Bank Transfer,2025-06-13T04:24:12,Refunded
412,2025-06-14,2025-06-14T19:44:22,Apple,Tools,88.25,2,Credit Card,2025-06-14T21:15:22,Cancelled
413,2025-06-15,2025-06-15T18:55:33,Target,Tools,1749.57,10,Bank Transfer,2025-06-15T20:33:33,Refunded
414,2025-06-16,2025-06-16T07:11:33,BestBuy,Books,293.62,4,PayPal,2025-06-16T08:26:33,Pending
415,2025-06-17,2025-06-17T11:34:13,BestBuy,Sports,446.22,3,PayPal,2025-06-17T12:44:13,Completed
416,2025-06-18,2025-06-18T04:03:01,Target,Apparel,80.47,1,Bank Transfer,2025-06-18T04:42:01,Completed
417,2025-06-19,2025-06-19T08:36:03,Amazon,Home Goods,660.4,8,PayPal,2025-06-19T09:29:03,Completed
418,2025-06-20,2025-06-20T15:25:54,BestBuy,Books,988.2,6,Credit Card,2025-06-20T16:21:54,Completed
419,2025-06-21,2025-06-21T09:15:10,BestBuy,Apparel,874.42,1,PayPal,2025-06-21T10:25:10,Cancelled
420,2025-06-22,2025-06-22T08:34:17,eBay,Books,1806.63,4,Bank Transfer,2025-06-22T10:19:17,Cancelled
421,2025-06-23,2025-06-23T23:44:35,Microsoft,Apparel,1980.36,3,Debit Card,2025-06-23T23:59:59,Refunded
422,2025-06-24,2025-06-24T18:17:53,Costco,Software,1525.21,7,Credit Card,2025-06-24T19:17:53,Pending
423,2025-06-25,2025-06-25T10:05:59,Costco,Apparel,191.52,1,Credit Card,2025-06-25T10:40:59,Refunded
424,2025-06-26,2025-06-26T11:43:34,BestBuy,Electronics,70.04,4,Bank Transfer,2025-06-26T12:46:34,Refunded
425,2025-06-27,2025-06-27T06:38:51,Apple,Electronics,394.05,2,Credit Card,2025-06-27T07:47:51,Cancelled
426,2025-06-28,2025-06-28T08:08:38,Google,Electronics,488.98,6,PayPal,2025-06-28T09:08:38,Refunded
427,2025-06-29,2025-06-29T04:58:14,Microsoft,Groceries,1599.56,7,Bank Transfer,2025-06-29T06:58:14,Pending
428,2025-06-30,2025-06-30T03:30:04,BestBuy,Home Goods,822.69,4,PayPal,2025-06-30T04:04:04,Pending
429,2025-06-01,2025-06-01T00:10:08,Apple,Home Goods,1693.28,9,Bank Transfer,2025-06-01T01:24:08,Pending
430,2025-06-02,2025-06-02T21:47:59,eBay,Home Goods,599.06,2,PayPal,2025-06-02T22:07:59,Pending
431,2025-06-03,2025-06-03T10:54:35,Microsoft,Tools,929.34,8,Credit Card,2025-06-03T12:12:35,Completed
432,2025-06-04,2025-06-04T16:19:22,Amazon,Tools,472.26,8,Debit Card,2025-06-04T17:05:22,Pending
433,2025-06-05,2025-06-05T13:16:59,Google,Groceries,1775.12,7,Bank Transfer,2025-06-05T13:38:59,Pending
434,2025-06-06,2025-06-06T19:05:04,Meta,Apparel,1543.01,4,Debit Card,2025-06-06T19:12:04,Refunded
435,2025-06-07,2025-06-07T17:59:21,Walmart,Groceries,588.8,9,Bank Transfer,2025-06-07T18:10:21,Refunded
436,2025-06-08,2025-06-08T15:31:31,eBay,Home Goods,1396.19,4,Bank Transfer,2025-06-08T16:15:31,Completed
437,2025-06-09,2025-06-09T21:36:56,Walmart,Home Goods,1508.09,5,Bank Transfer,2025-06-09T22:03:56,Cancelled
438,2025-06-10,2025-06-10T15:06:02,BestBuy,Groceries,1705.13,3,Bank Transfer,2025-06-10T15:24:02,Refunded
439,2025-06-11,2025-06-11T17:56:07,Amazon,Electronics,35.94,2,Debit Card,2025-06-11T19:45:07,Cancelled
440,2025-06-12,2025-06-12T16:15:37,Meta,Electronics,241.76,4,Debit Card,2025-06-12T17:59:37,Pending
441,2025-06-13,2025-06-13T01:40:42,BestBuy,Tools,980.98,7,PayPal,2025-06-13T02:39:42,Refunded
442,2025-06-14,2025-06-14T17:09:26,Walmart,Groceries,596.53,2,Bank Transfer,2025-06-14T18:15:26,Cancelled
443,2025-06-15,2025-06-15T00:02:06,Target,Tools,303.07,7,Credit Card,2025-06-15T00:38:06,Cancelled
444,2025-06-16,2025-06-16T15:33:54,eBay,Books,462.75,9,Bank Transfer,2025-06-16T15:50:54,Pending
445,2025-06-17,2025-06-17T22:33:11,Walmart,Software,1883.8,7,Debit Card,2025-06-17T23:59:59,Pending
446,2025-06-18,2025-06-18T01:49:50,Walmart,Electronics,1107.43,10,Credit Card,2025-06-18T01:56:50,Cancelled
447,2025-06-19,2025-06-19T02:57:18,Meta,Sports,1072.67,10,Bank Transfer,2025-06-19T03:57:18,Pending
448,2025-06-20,2025-06-20T09:07:11,Apple,Apparel,20.86,8,Credit Card,2025-06-20T10:10:11,Pending
449,2025-06-21,2025-06-21T15:45:38,Amazon,Groceries,984.86,5,Debit Card,2025-06-21T16:54:38,Cancelled
450,2025-06-22,2025-06-22T17:32:12,Target,Software,494.03,1,Credit Card,2025-06-22T17:54:12,Refunded
451,2025-06-23,2025-06-23T22:54:02,eBay,Tools,1898.14,9,Credit Card,2025-06-23T23:57:02,Refunded
452,2025-06-24,2025-06-24T12:00:28,Apple,Apparel,984.25,9,Bank Transfer,2025-06-24T12:22:28,Cancelled
453,2025-06-25,2025-06-25T15:46:12,Costco,Groceries,1023.31,2,PayPal,2025-06-25T15:47:12,Cancelled
454,2025-06-26,2025-06-26T11:28:02,Costco,Tools,73.51,6,Debit Card,2025-06-26T12:31:02,Completed
455,2025-06-27,2025-06-27T19:38:25,Costco,Software,1401.04,7,Debit Card,2025-06-27T21:32:25,Completed
456,2025-06-28,2025-06-28T15:45:10,Amazon,Tools,990.1,5,Credit Card,2025-06-28T16:44:10,Pending
457,2025-06-29,2025-06-29T15:39:53,Amazon,Home Goods,1888.18,2,Bank Transfer,2025-06-29T16:28:53,Refunded
458,2025-06-30,2025-06-30T15:51:32,BestBuy,Electronics,1467.76,3,Bank Transfer,2025-06-30T16:57:32,Pending
